Complexity,Time_Difference,Designation,Positive_Feedback,Negative_Feedback,Performance_Rating
13,0.93,Analyst,FALSE,TRUE,60.13
1,0.29,Analyst,TRUE,FALSE,60.37
5,0.01,Analyst,TRUE,TRUE,59.01
5,0.94,Analyst,FALSE,FALSE,60.54
144,0.03,Analyst,FALSE,TRUE,73.02
89,0.03,Analyst,FALSE,TRUE,71.02
144,0.99,Analyst,TRUE,TRUE,74.56
13,0.72,Analyst,TRUE,TRUE,61.01
5,0.2,Analyst,FALSE,TRUE,58.12
1,0.8,Analyst,TRUE,FALSE,60.66
8,0.91,Analyst,FALSE,TRUE,59.12
1,0.21,Analyst,TRUE,FALSE,60.32
3,0.78,Analyst,TRUE,TRUE,59.05
13,0.32,Analyst,TRUE,FALSE,62.78
8,0.41,Analyst,TRUE,TRUE,59.84
89,0.27,Analyst,FALSE,TRUE,71.16
8,0.27,Analyst,TRUE,TRUE,59.75
8,0.29,Analyst,TRUE,FALSE,61.76
34,0.22,Analyst,TRUE,TRUE,64.93
3,0.49,Analyst,FALSE,FALSE,59.88
34,0.98,Analyst,TRUE,FALSE,67.36
55,0.9,Analyst,FALSE,FALSE,70.51
21,0.42,Analyst,TRUE,TRUE,62.44
5,0.66,Analyst,TRUE,FALSE,61.38
1,0.26,Analyst,TRUE,FALSE,60.35
144,15.09,Analyst,TRUE,FALSE,84.6
89,1.28,Analyst,FALSE,TRUE,71.73
55,6.22,Analyst,FALSE,FALSE,73.55
34,1.63,Analyst,TRUE,FALSE,67.73
21,9.94,Analyst,FALSE,TRUE,66.87
1,34.61,Analyst,TRUE,FALSE,85.2
13,25.78,Analyst,TRUE,FALSE,87.6
89,27.53,Analyst,TRUE,TRUE,96
3,4.37,Analyst,FALSE,TRUE,60.09
13,11.21,Analyst,TRUE,FALSE,68.99
89,30.63,Analyst,FALSE,FALSE,96
2,40.27,Analyst,FALSE,TRUE,84.4
55,17.51,Analyst,FALSE,TRUE,77.98
144,10.97,Analyst,FALSE,TRUE,79.25
34,23.95,Analyst,FALSE,TRUE,88.8
89,37.41,Analyst,TRUE,FALSE,96
3,39.19,Analyst,TRUE,TRUE,83.6
144,32.07,Analyst,TRUE,TRUE,96
21,13.84,Analyst,TRUE,TRUE,70.09
1,1.24,Analyst,TRUE,TRUE,58.91
21,29.86,Analyst,TRUE,TRUE,87.2
5,27.13,Analyst,FALSE,FALSE,85
89,1.61,Analyst,FALSE,FALSE,73.92
2,10.72,Analyst,FALSE,FALSE,65.51
3,23.75,Analyst,FALSE,TRUE,82.6
1,12.24,Analyst,TRUE,FALSE,67.18
21,34.16,Analyst,FALSE,TRUE,86.2
89,18.06,Analyst,FALSE,TRUE,81.29
8,32.16,Analyst,FALSE,TRUE,83.6
3,31.53,Analyst,FALSE,TRUE,82.6
34,20.5,Analyst,FALSE,TRUE,88.8
55,19.82,Analyst,TRUE,TRUE,80.3
1,6.71,Analyst,TRUE,TRUE,62.02
34,6.51,Analyst,FALSE,FALSE,69.51
89,26.53,Analyst,TRUE,FALSE,96
5,26.91,Analyst,FALSE,FALSE,85
89,19.05,Analyst,FALSE,TRUE,81.86
3,27.97,Analyst,TRUE,TRUE,83.6
5,24.37,Analyst,FALSE,TRUE,83
8,40.81,Analyst,TRUE,FALSE,88.6
1,20.28,Analyst,FALSE,FALSE,84.2
3,15.68,Analyst,TRUE,TRUE,67.54
13,0.14,Analyst,FALSE,TRUE,59.68
55,30.11,Analyst,TRUE,TRUE,94
8,21.75,Analyst,FALSE,TRUE,83.6
89,4.68,Analyst,TRUE,TRUE,74.67
55,8.69,Analyst,FALSE,TRUE,72.95
2,20.29,Analyst,TRUE,TRUE,83.4
5,31,Analyst,FALSE,FALSE,85
8,14.79,Analyst,TRUE,TRUE,68.03
13,6.78,Analyst,TRUE,FALSE,66.47
144,25.97,Analyst,FALSE,TRUE,96
21,33.76,Analyst,FALSE,TRUE,86.2
2,5.35,Analyst,TRUE,FALSE,63.45
55,36.58,Analyst,TRUE,FALSE,96
2,20.46,Analyst,FALSE,TRUE,82.4
3,4.59,Analyst,TRUE,TRUE,61.22
3,29.98,Analyst,FALSE,TRUE,82.6
144,31.8,Analyst,FALSE,FALSE,96
3,33.98,Analyst,FALSE,FALSE,84.6
2,6.15,Analyst,TRUE,FALSE,63.9
2,34.49,Analyst,FALSE,FALSE,84.4
13,36.01,Analyst,TRUE,TRUE,85.6
2,25.23,Analyst,TRUE,FALSE,85.4
13,26.28,Analyst,TRUE,FALSE,87.6
89,4.45,Analyst,FALSE,TRUE,73.54
2,40.49,Analyst,TRUE,FALSE,87.4
13,3.52,Analyst,TRUE,TRUE,62.6
2,26.83,Analyst,FALSE,TRUE,82.4
5,21.71,Analyst,TRUE,TRUE,84
55,11.34,Analyst,FALSE,FALSE,76.46
34,40.53,Analyst,FALSE,FALSE,92.8
55,27.9,Analyst,TRUE,TRUE,94
144,31.36,Analyst,FALSE,FALSE,96
1,26.5,Analyst,FALSE,FALSE,84.2
2,12.18,Analyst,TRUE,TRUE,65.34
55,28.56,Analyst,FALSE,TRUE,93
55,40.84,Analyst,TRUE,FALSE,96
1,6.08,Analyst,TRUE,TRUE,61.67
55,32.67,Analyst,FALSE,TRUE,93
144,11.13,Analyst,TRUE,TRUE,80.34
2,12.1,Analyst,TRUE,FALSE,67.3
89,2.71,Analyst,TRUE,FALSE,75.55
2,32.39,Analyst,FALSE,FALSE,84.4
13,30.58,Analyst,FALSE,FALSE,86.6
89,25.41,Analyst,FALSE,FALSE,96
13,23.6,Analyst,FALSE,FALSE,86.6
5,9.3,Analyst,FALSE,TRUE,63.3
55,33.67,Analyst,FALSE,FALSE,95
8,38.45,Analyst,TRUE,FALSE,86.6
8,40.37,Analyst,FALSE,FALSE,87.6
8,25.37,Analyst,FALSE,TRUE,83.6
55,18.81,Analyst,FALSE,TRUE,78.72
55,30.46,Analyst,FALSE,FALSE,95
21,32.4,Analyst,TRUE,FALSE,89.2
34,26.71,Analyst,TRUE,FALSE,91.8
34,11.2,Analyst,FALSE,TRUE,70.18
3,29.18,Analyst,FALSE,TRUE,82.6
8,1.62,Analyst,FALSE,TRUE,59.52
144,33.84,Analyst,TRUE,TRUE,96
13,25.65,Analyst,TRUE,TRUE,85.6
2,24.09,Analyst,TRUE,FALSE,85.4
21,27.84,Analyst,TRUE,FALSE,89.2
144,27.44,Analyst,FALSE,TRUE,96
3,28.46,Analyst,FALSE,FALSE,84.6
1,6.46,Analyst,TRUE,TRUE,61.88
13,39.18,Analyst,TRUE,FALSE,87.6
34,37.62,Analyst,FALSE,FALSE,90.8
55,3.42,Analyst,TRUE,FALSE,72.95
55,40.64,Analyst,FALSE,FALSE,96
21,36.36,Analyst,FALSE,FALSE,88.2
21,19.38,Analyst,TRUE,FALSE,75.25
55,37.67,Analyst,FALSE,TRUE,93
8,39.15,Analyst,TRUE,TRUE,84.6
55,10.9,Analyst,FALSE,FALSE,76.21
3,32.91,Analyst,TRUE,TRUE,83.6
13,26.25,Analyst,TRUE,FALSE,87.6
89,9.97,Analyst,FALSE,TRUE,76.68
1,29.63,Analyst,TRUE,FALSE,85.2
3,1.73,Analyst,TRUE,TRUE,59.58
1,28.96,Analyst,TRUE,FALSE,85.2
21,21.62,Analyst,TRUE,FALSE,89.2
13,6.2,Analyst,FALSE,FALSE,65.14
89,1.34,Analyst,TRUE,FALSE,74.76
21,12.04,Analyst,FALSE,FALSE,70.06
8,0.04,Analyst,TRUE,TRUE,59.62
55,29.27,Analyst,FALSE,FALSE,95
21,34.05,Analyst,FALSE,TRUE,86.2
55,30.7,Analyst,FALSE,TRUE,93
21,24.99,Analyst,FALSE,FALSE,88.2
89,20.31,Analyst,TRUE,TRUE,96
21,5.01,Analyst,FALSE,FALSE,66.06
5,19.57,Analyst,TRUE,TRUE,70.16
13,24.43,Analyst,FALSE,TRUE,84.6
2,13.24,Analyst,FALSE,FALSE,66.94
55,30.94,Analyst,TRUE,TRUE,94
21,9.82,Analyst,TRUE,FALSE,69.8
1,35.28,Analyst,TRUE,FALSE,85.2
13,26.08,Analyst,TRUE,TRUE,85.6
1,28.06,Analyst,TRUE,FALSE,85.2
1,20.63,Analyst,FALSE,FALSE,84.2
8,8.85,Analyst,TRUE,TRUE,64.64
144,22.32,Analyst,FALSE,FALSE,96
13,39.33,Analyst,FALSE,TRUE,84.6
3,22.86,Analyst,FALSE,TRUE,82.6
3,19.35,Analyst,FALSE,TRUE,68.63
144,0.11,Analyst,FALSE,FALSE,75.06
144,14.77,Analyst,FALSE,TRUE,81.42
89,35.21,Analyst,FALSE,FALSE,96
34,28.96,Analyst,FALSE,TRUE,88.8
3,25.55,Analyst,FALSE,TRUE,82.6
5,37.43,Analyst,FALSE,FALSE,85
1,22.11,Analyst,FALSE,FALSE,84.2
1,3.9,Analyst,FALSE,TRUE,59.42
13,1.77,Analyst,TRUE,TRUE,61.61
2,8.63,Analyst,TRUE,TRUE,63.32
89,9.06,Analyst,TRUE,TRUE,77.17
5,31.41,Analyst,TRUE,TRUE,84
13,34.14,Analyst,TRUE,TRUE,85.6
89,6.31,Analyst,FALSE,TRUE,74.59
89,7.22,Analyst,TRUE,TRUE,76.12
89,1.66,Analyst,TRUE,FALSE,74.95
144,31.13,Analyst,TRUE,TRUE,96
3,22.14,Analyst,FALSE,TRUE,82.6
3,28.67,Analyst,FALSE,TRUE,82.6
3,31.44,Analyst,TRUE,TRUE,83.6
34,15.29,Analyst,FALSE,FALSE,74.52
13,30.2,Analyst,FALSE,FALSE,86.6
34,28.61,Analyst,TRUE,FALSE,91.8
1,12.7,Analyst,FALSE,TRUE,64.44
3,28.09,Analyst,FALSE,TRUE,82.6
144,18.26,Analyst,TRUE,TRUE,84.41
2,7.4,Analyst,TRUE,FALSE,64.62
5,12.41,Analyst,TRUE,TRUE,66.07
144,36.67,Analyst,TRUE,FALSE,96
34,2.03,Analyst,TRUE,TRUE,65.96
89,0.83,Analyst,TRUE,TRUE,72.47
1,26.07,Analyst,FALSE,TRUE,82.2
13,26.54,Analyst,TRUE,TRUE,85.6
13,6.32,Analyst,FALSE,TRUE,63.2
89,6.44,Analyst,TRUE,FALSE,77.67
21,4.99,Analyst,TRUE,TRUE,65.04
3,23.64,Analyst,TRUE,FALSE,85.6
8,23.56,Analyst,TRUE,FALSE,86.6
144,12.45,Analyst,TRUE,TRUE,81.1
1,13.5,Analyst,FALSE,TRUE,64.89
144,37.14,Analyst,FALSE,TRUE,96
8,0.54,Analyst,FALSE,FALSE,60.91
144,32.51,Analyst,TRUE,FALSE,96
2,30.36,Analyst,FALSE,FALSE,84.4
13,34.63,Analyst,FALSE,TRUE,84.6
144,27.73,Analyst,TRUE,FALSE,96
8,31.03,Analyst,TRUE,TRUE,84.6
3,30.83,Analyst,TRUE,FALSE,85.6
8,5.68,Analyst,FALSE,FALSE,63.84
5,21.65,Analyst,FALSE,TRUE,83
2,21.21,Analyst,TRUE,TRUE,83.4
34,19.07,Analyst,TRUE,TRUE,75.67
1,25.58,Analyst,TRUE,TRUE,83.2
55,13.01,Analyst,FALSE,TRUE,75.42
144,28.33,Analyst,TRUE,TRUE,96
34,27.44,Analyst,FALSE,FALSE,90.8
8,15.2,Analyst,TRUE,TRUE,68.26
8,38.69,Analyst,FALSE,FALSE,85.6
8,0.48,Analyst,TRUE,FALSE,61.87
21,34.42,Analyst,TRUE,FALSE,89.2
2,20.61,Analyst,FALSE,TRUE,82.4
144,26.26,Analyst,TRUE,FALSE,96
8,6.64,Analyst,TRUE,TRUE,63.39
8,30.47,Analyst,TRUE,TRUE,84.6
21,8.13,Analyst,TRUE,FALSE,68.84
21,39.16,Analyst,FALSE,TRUE,86.2
3,37.22,Analyst,FALSE,TRUE,82.6
89,27.79,Analyst,TRUE,FALSE,96
89,13.74,Analyst,FALSE,TRUE,78.83
3,0.96,Analyst,TRUE,TRUE,59.15
2,31.46,Analyst,TRUE,TRUE,83.4
21,14.35,Analyst,TRUE,TRUE,70.38
8,11.44,Analyst,TRUE,FALSE,68.12
1,27.18,Analyst,FALSE,TRUE,82.2
13,19.64,Analyst,FALSE,TRUE,70.79
21,11.79,Analyst,FALSE,FALSE,69.92
8,23.83,Analyst,FALSE,TRUE,83.6
13,11.11,Analyst,TRUE,TRUE,66.93
21,15.67,Analyst,TRUE,FALSE,73.13
13,10.31,Analyst,TRUE,TRUE,66.48
89,40.96,Analyst,FALSE,FALSE,96
13,6.64,Analyst,TRUE,TRUE,64.39
144,28.11,Analyst,TRUE,FALSE,96
89,7.57,Analyst,TRUE,FALSE,78.31
1,4.92,Analyst,TRUE,FALSE,63.01
55,5.66,Analyst,TRUE,FALSE,74.23
5,24.67,Analyst,FALSE,TRUE,83
21,34.97,Analyst,TRUE,TRUE,87.2
34,4.29,Analyst,FALSE,TRUE,66.24
55,38.32,Analyst,FALSE,FALSE,95
144,1.32,Analyst,TRUE,TRUE,74.75
5,4.36,Analyst,FALSE,FALSE,62.49
3,25.29,Analyst,FALSE,TRUE,82.6
89,19.4,Analyst,TRUE,TRUE,83.06
21,5.09,Analyst,TRUE,TRUE,65.1
3,3.61,Analyst,TRUE,FALSE,62.66
89,12.56,Analyst,TRUE,FALSE,81.16
8,37.77,Analyst,TRUE,FALSE,86.6
2,35.08,Analyst,TRUE,FALSE,85.4
21,3.72,Analyst,TRUE,FALSE,66.32
8,35.49,Analyst,FALSE,FALSE,85.6
34,16.88,Analyst,TRUE,FALSE,76.42
34,30.48,Analyst,FALSE,FALSE,90.8
8,28.61,Analyst,TRUE,FALSE,86.6
5,26.49,Analyst,FALSE,TRUE,83
144,14.41,Analyst,TRUE,TRUE,82.21
3,32.47,Analyst,FALSE,FALSE,84.6
89,19.28,Analyst,FALSE,FALSE,83.99
55,29.92,Analyst,TRUE,TRUE,94
13,32.24,Analyst,FALSE,FALSE,86.6
55,28.38,Analyst,FALSE,FALSE,95
13,26.78,Analyst,TRUE,TRUE,85.6
8,12.16,Analyst,FALSE,FALSE,67.53
8,15.59,Analyst,TRUE,TRUE,68.49
34,24.49,Analyst,TRUE,TRUE,89.8
2,21.18,Analyst,TRUE,FALSE,85.4
2,13.13,Analyst,TRUE,TRUE,65.89
21,17.71,Analyst,TRUE,FALSE,74.3
144,1.35,Analyst,TRUE,TRUE,74.77
144,30.89,Analyst,FALSE,FALSE,96
13,26.76,Analyst,TRUE,FALSE,87.6
5,19.94,Analyst,TRUE,TRUE,70.36
21,22.52,Analyst,TRUE,FALSE,89.2
2,13.25,Analyst,TRUE,FALSE,67.95
3,28.99,Analyst,FALSE,TRUE,82.6
144,10.29,Analyst,FALSE,FALSE,80.87
21,37.91,Analyst,FALSE,TRUE,86.2
1,1.03,Analyst,TRUE,TRUE,58.79
3,5,Analyst,TRUE,TRUE,61.45
89,23.94,Analyst,TRUE,FALSE,96
8,3.7,Analyst,FALSE,FALSE,62.71
144,33.39,Analyst,TRUE,TRUE,96
21,3.49,Analyst,FALSE,FALSE,65.19
8,22.2,Analyst,TRUE,TRUE,84.6
5,39.64,Analyst,TRUE,FALSE,86
34,9.13,Analyst,TRUE,FALSE,72
3,18.45,Analyst,FALSE,FALSE,70.11
89,9.73,Analyst,FALSE,FALSE,78.55
21,26.4,Analyst,TRUE,TRUE,87.2
2,7.12,Analyst,FALSE,FALSE,63.46
8,4.54,Analyst,TRUE,TRUE,62.19
8,27.21,Analyst,FALSE,TRUE,83.6
13,8.14,Analyst,TRUE,TRUE,65.24
1,25.92,Analyst,FALSE,FALSE,84.2
34,26.39,Analyst,TRUE,FALSE,91.8
144,20.68,Analyst,FALSE,TRUE,96
2,30.6,Analyst,FALSE,FALSE,84.4
13,24.36,Analyst,FALSE,FALSE,86.6
13,39.8,Analyst,TRUE,TRUE,85.6
13,4.86,Analyst,FALSE,FALSE,64.37
89,15.47,Analyst,FALSE,FALSE,81.82
89,34.27,Analyst,TRUE,TRUE,96
5,11.17,Analyst,TRUE,TRUE,65.37
21,40.06,Analyst,FALSE,TRUE,88.2
13,26.6,Analyst,TRUE,TRUE,85.6
3,6.46,Analyst,FALSE,TRUE,61.28
13,36.92,Analyst,FALSE,TRUE,84.6
8,34.8,Analyst,TRUE,FALSE,86.6
3,5.25,Analyst,TRUE,FALSE,63.59
144,7.29,Analyst,TRUE,TRUE,78.16
5,20.86,Analyst,TRUE,TRUE,84
5,20.27,Analyst,FALSE,TRUE,83
1,27.02,Analyst,TRUE,FALSE,85.2
34,23.1,Analyst,TRUE,FALSE,91.8
1,19.53,Analyst,TRUE,FALSE,71.33
21,22.52,Analyst,FALSE,FALSE,88.2
55,32.23,Analyst,TRUE,FALSE,96
1,10.92,Analyst,TRUE,FALSE,66.42
55,27.94,Analyst,TRUE,FALSE,96
89,24.74,Analyst,TRUE,FALSE,96
1,11.53,Analyst,FALSE,TRUE,63.77
34,24.77,Analyst,TRUE,TRUE,89.8
13,35.91,Analyst,TRUE,TRUE,85.6
21,29.31,Analyst,FALSE,TRUE,86.2
5,8.81,Analyst,FALSE,TRUE,63.02
144,37.6,Analyst,FALSE,FALSE,96
144,1.89,Analyst,FALSE,FALSE,76.08
21,3.72,Analyst,TRUE,FALSE,66.32
1,35.66,Analyst,TRUE,FALSE,85.2
55,26.8,Analyst,TRUE,TRUE,94
5,37.91,Analyst,FALSE,TRUE,83
21,28.24,Analyst,FALSE,FALSE,88.2
55,5.01,Analyst,TRUE,FALSE,73.85
144,16.31,Analyst,FALSE,FALSE,84.3
144,8.67,Analyst,TRUE,TRUE,78.94
89,32.87,Analyst,TRUE,FALSE,96
21,14.8,Analyst,FALSE,TRUE,69.64
2,8.68,Analyst,TRUE,FALSE,65.35
3,16.13,Analyst,FALSE,FALSE,68.79
34,27.29,Analyst,FALSE,TRUE,88.8
3,23.79,Analyst,TRUE,FALSE,85.6
144,25.49,Analyst,TRUE,TRUE,96
8,26.97,Analyst,TRUE,TRUE,84.6
89,15.62,Analyst,TRUE,TRUE,80.91
89,10.66,Analyst,TRUE,FALSE,80.08
21,0.51,Analyst,TRUE,FALSE,64.49
34,3.96,Analyst,FALSE,TRUE,66.06
144,26.75,Analyst,FALSE,FALSE,96
21,30.13,Analyst,TRUE,TRUE,87.2
5,22.11,Analyst,TRUE,TRUE,84
5,39.84,Analyst,TRUE,TRUE,84
2,29.02,Analyst,FALSE,FALSE,84.4
5,23,Analyst,FALSE,FALSE,85
34,22.37,Analyst,FALSE,FALSE,90.8
34,40.43,Analyst,TRUE,TRUE,91.8
8,19,Analyst,FALSE,TRUE,69.43
34,31.34,Analyst,TRUE,TRUE,89.8
13,9.36,Analyst,TRUE,FALSE,67.94
55,30.46,Analyst,FALSE,FALSE,95
34,34.5,Analyst,TRUE,TRUE,89.8
8,20.86,Analyst,FALSE,TRUE,83.6
89,10.81,Analyst,TRUE,FALSE,80.16
55,17.92,Analyst,TRUE,FALSE,81.21
8,37.87,Analyst,TRUE,FALSE,86.6
21,21.1,Analyst,FALSE,FALSE,88.2
21,39.92,Analyst,FALSE,TRUE,86.2
89,40.56,Analyst,TRUE,TRUE,96
3,38.99,Analyst,TRUE,TRUE,83.6
55,23.69,Analyst,FALSE,TRUE,93
5,13.84,Analyst,TRUE,FALSE,68.89
1,25.95,Analyst,TRUE,FALSE,85.2
34,22.53,Analyst,FALSE,TRUE,88.8
34,32.54,Analyst,FALSE,TRUE,88.8
34,33.63,Analyst,FALSE,FALSE,90.8
2,11.68,Analyst,TRUE,TRUE,65.06
21,6.06,Analyst,TRUE,TRUE,65.65
34,13.31,Analyst,TRUE,FALSE,74.38
55,26.99,Analyst,FALSE,FALSE,95
34,6.45,Analyst,TRUE,FALSE,70.48
13,4.86,Analyst,FALSE,FALSE,64.37
3,7.96,Analyst,TRUE,FALSE,65.13
2,33.78,Analyst,TRUE,TRUE,83.4
34,40.79,Analyst,TRUE,FALSE,93.8
2,36.11,Analyst,FALSE,FALSE,84.4
34,0.83,Analyst,TRUE,TRUE,65.28
3,16.97,Analyst,FALSE,FALSE,69.27
144,27.65,Analyst,TRUE,TRUE,96
55,38.19,Analyst,FALSE,TRUE,93
34,37.89,Analyst,TRUE,FALSE,91.8
144,26.45,Analyst,FALSE,FALSE,96
2,12.58,Analyst,TRUE,FALSE,67.57
1,20.18,Analyst,TRUE,TRUE,83.2
144,21.13,Analyst,FALSE,FALSE,96
34,23.1,Analyst,FALSE,FALSE,90.8
5,12.43,Analyst,FALSE,FALSE,67.09
1,32.11,Analyst,TRUE,FALSE,85.2
144,25.27,Analyst,TRUE,FALSE,96
1,38.07,Analyst,TRUE,TRUE,83.2
8,8.37,Analyst,TRUE,TRUE,64.37
21,23.24,Analyst,TRUE,TRUE,87.2
5,17.55,Analyst,TRUE,TRUE,69
34,26.11,Analyst,FALSE,TRUE,88.8
13,34.95,Analyst,TRUE,TRUE,85.6
21,16.7,Analyst,FALSE,FALSE,72.72
21,35.07,Analyst,TRUE,FALSE,89.2
13,4.67,Analyst,FALSE,TRUE,62.26
1,20.13,Analyst,FALSE,TRUE,82.2
1,11.4,Analyst,TRUE,TRUE,64.7
21,14.52,Analyst,FALSE,FALSE,71.47
5,9.67,Analyst,TRUE,TRUE,64.51
5,40.18,Analyst,TRUE,TRUE,86
89,9.65,Analyst,FALSE,TRUE,76.5
1,3.74,Analyst,TRUE,TRUE,60.33
8,31.17,Analyst,TRUE,TRUE,84.6
2,23.31,Analyst,TRUE,TRUE,83.4
2,40.94,Analyst,TRUE,FALSE,87.4
2,40.12,Analyst,TRUE,FALSE,87.4
5,26.52,Analyst,TRUE,FALSE,86
5,14.52,Analyst,FALSE,FALSE,68.27
2,2.57,Analyst,FALSE,FALSE,60.86
8,13.8,Analyst,FALSE,TRUE,66.47
55,34.23,Analyst,TRUE,TRUE,94
89,38.36,Analyst,FALSE,TRUE,96
8,24.82,Analyst,TRUE,TRUE,84.6
3,6.02,Analyst,FALSE,TRUE,61.03
55,5.23,Analyst,TRUE,FALSE,73.98
2,16.65,Analyst,TRUE,TRUE,67.89
89,18.12,Analyst,FALSE,TRUE,81.33
55,40.78,Analyst,TRUE,FALSE,96
3,7.03,Analyst,FALSE,FALSE,63.61
55,12.86,Analyst,TRUE,FALSE,78.33
1,9.93,Analyst,FALSE,FALSE,64.86
55,19.4,Analyst,TRUE,TRUE,80.06
2,15.16,Analyst,FALSE,FALSE,68.04
1,9.89,Analyst,TRUE,TRUE,63.84
89,16.42,Analyst,FALSE,FALSE,82.36
34,14.1,Analyst,FALSE,TRUE,71.83
55,33.31,Analyst,FALSE,TRUE,93
3,40.22,Analyst,FALSE,TRUE,84.6
5,38.37,Analyst,FALSE,TRUE,83
89,15.5,Analyst,FALSE,FALSE,81.84
144,0.38,Analyst,TRUE,FALSE,76.22
2,35.51,Analyst,FALSE,TRUE,82.4
144,30.24,Analyst,TRUE,TRUE,96
2,12.97,Analyst,TRUE,TRUE,65.79
13,32.88,Analyst,FALSE,TRUE,84.6
55,4.86,Analyst,FALSE,TRUE,70.77
8,39.85,Analyst,FALSE,FALSE,85.6
89,26.55,Analyst,FALSE,FALSE,96
55,19.25,Analyst,FALSE,TRUE,78.97
34,25.77,Analyst,TRUE,TRUE,89.8
8,11.26,Analyst,FALSE,TRUE,65.02
34,27.9,Analyst,TRUE,FALSE,91.8
34,23.88,Analyst,FALSE,FALSE,90.8
144,2.68,Analyst,TRUE,TRUE,75.53
1,38.53,Analyst,FALSE,FALSE,84.2
5,4.06,Analyst,FALSE,FALSE,62.31
21,24.29,Analyst,FALSE,FALSE,88.2
13,1.9,Analyst,FALSE,FALSE,62.69
144,23.52,Analyst,TRUE,FALSE,96
5,39.91,Analyst,TRUE,TRUE,84
13,12.01,Analyst,TRUE,TRUE,67.44
3,31.22,Analyst,TRUE,FALSE,85.6
5,21.51,Analyst,TRUE,FALSE,86
2,8.27,Analyst,FALSE,FALSE,64.11
13,34.47,Analyst,FALSE,FALSE,86.6
2,23.58,Analyst,FALSE,TRUE,82.4
34,10.73,Analyst,TRUE,TRUE,70.91
13,30.24,Analyst,TRUE,FALSE,87.6
55,9.58,Analyst,TRUE,TRUE,74.46
144,20.75,Analyst,FALSE,TRUE,96
1,4.26,Analyst,TRUE,FALSE,62.63
21,7.55,Analyst,TRUE,TRUE,66.51
13,10.44,Analyst,TRUE,FALSE,68.55
34,5.64,Analyst,FALSE,TRUE,67.02
2,16.29,Analyst,FALSE,TRUE,66.69
5,30.6,Analyst,FALSE,TRUE,83
144,14.56,Analyst,FALSE,FALSE,83.3
34,25.82,Analyst,TRUE,TRUE,89.8
5,25.03,Analyst,FALSE,TRUE,83
1,22.24,Analyst,FALSE,FALSE,84.2
89,15.12,Analyst,TRUE,FALSE,82.62
8,38.93,Analyst,FALSE,FALSE,85.6
89,22.14,Analyst,TRUE,FALSE,96
3,5.17,Analyst,FALSE,TRUE,60.54
3,7.58,Analyst,TRUE,FALSE,64.92
89,33.83,Analyst,FALSE,FALSE,96
2,23.12,Analyst,FALSE,FALSE,84.4
1,29.41,Analyst,FALSE,TRUE,82.2
13,15.88,Analyst,TRUE,TRUE,69.65
5,26.3,Analyst,FALSE,TRUE,83
13,38.35,Analyst,TRUE,FALSE,87.6
2,24.62,Analyst,TRUE,TRUE,83.4
13,9.27,Analyst,TRUE,FALSE,67.88
3,28.84,Analyst,FALSE,FALSE,84.6
1,24.37,Analyst,TRUE,FALSE,85.2
2,13.09,Analyst,FALSE,TRUE,64.86
144,37.89,Analyst,FALSE,TRUE,96
2,13.83,Analyst,TRUE,TRUE,66.28
1,13.8,Analyst,FALSE,FALSE,67.07
1,5.44,Analyst,TRUE,FALSE,63.3
8,15.47,Analyst,FALSE,FALSE,69.42
3,29.34,Analyst,TRUE,FALSE,85.6
21,22.13,Analyst,FALSE,TRUE,86.2
21,22.46,Analyst,FALSE,TRUE,86.2
21,17.6,Analyst,TRUE,FALSE,74.23
34,24.34,Analyst,FALSE,FALSE,90.8
144,0.09,Analyst,FALSE,TRUE,73.05
5,5.2,Analyst,FALSE,TRUE,60.96
8,8.18,Analyst,TRUE,FALSE,66.26
1,37.09,Analyst,FALSE,TRUE,82.2
13,35.89,Analyst,TRUE,FALSE,87.6
1,5.24,Analyst,TRUE,FALSE,63.18
21,31.27,Analyst,FALSE,FALSE,88.2
144,24.08,Analyst,FALSE,FALSE,96
2,25.67,Analyst,FALSE,TRUE,82.4
144,3.56,Analyst,TRUE,FALSE,78.03
5,25.26,Analyst,TRUE,FALSE,86
5,11.18,Analyst,TRUE,TRUE,65.38
8,12.43,Analyst,TRUE,FALSE,68.69
8,32.68,Analyst,FALSE,TRUE,83.6
13,10.14,Analyst,FALSE,FALSE,67.38
13,38.19,Analyst,TRUE,FALSE,87.6
144,14.92,Analyst,FALSE,FALSE,83.51
13,9.94,Analyst,TRUE,FALSE,68.26
5,1.13,Analyst,FALSE,TRUE,58.65
2,33.37,Analyst,FALSE,TRUE,82.4
2,33.68,Analyst,FALSE,TRUE,82.4
89,24.44,Analyst,TRUE,FALSE,96
1,34.68,Analyst,FALSE,TRUE,82.2
144,37.5,Analyst,TRUE,TRUE,96
8,9.57,Analyst,TRUE,TRUE,65.05
13,9.23,Analyst,TRUE,TRUE,65.86
89,17.34,Analyst,FALSE,TRUE,80.88
55,6.1,Analyst,FALSE,TRUE,71.48
5,13.22,Analyst,FALSE,FALSE,67.53
8,12.38,Analyst,FALSE,TRUE,65.66
21,10.78,Analyst,TRUE,TRUE,68.35
8,36.33,Analyst,TRUE,TRUE,84.6
13,2.47,Analyst,FALSE,TRUE,61.01
3,37.93,Analyst,TRUE,FALSE,85.6
1,37.66,Analyst,TRUE,FALSE,85.2
34,2.18,Analyst,TRUE,TRUE,66.04
55,27.83,Analyst,TRUE,TRUE,94
5,22.73,Analyst,FALSE,FALSE,85
144,26.45,Analyst,FALSE,TRUE,96
